label,genre,type,id,adv_adj,adv_noun,adv_prn,adj_verb,adj_prn,noun_verb,noun_prn,verb_prn,avg_sentlen,sd_sentlen,avg_word_typetoken,sd_word_typetoken,avg_wordlen,sd_wordlen,avg_punct_typetoken,sd_punct_typetoken,hyphen.quote.ratio,hyphen.exclamation.ratio,quote.question.ratio
0,non_fiction,news,ca11,0.4011299435,0.0959459459,1.8205128205,0.6833976834,4.5384615385,2.8571428571,18.9743589744,6.641025641,21.29,12.76816,2.435927,6.573899,4.331611,2.260187,43.4,49.741733,1.2419354839,77,62
0,non_fiction,news,ca12,0.7163120567,0.1561051005,0.9181818182,0.4504792332,1.2818181818,2.0670926518,5.8818181818,2.8454545455,20.048077,11.39617,2.625945,5.537814,4.31271,2.240473,44.454545,45.723206,0.5688073394,20.6666666667,109
0,non_fiction,news,ca13,0.5766871166,0.1342857143,1.4242424242,0.6150943396,2.4696969697,2.641509434,10.6060606061,4.0151515152,19.342593,9.824537,2.449004,6.576721,4.244615,2.223509,46.375,40.379257,0.9411764706,64,68
0,non_fiction,news,ca14,0.5658914729,0.1013888889,0.8588235294,0.4448275862,1.5176470588,2.4827586207,8.4705882353,3.4117647059,15.744361,9.162406,2.283533,6.699361,4.552531,2.46714,37.363636,48.330816,0.5384615385,35,13
0,non_fiction,news,ca15,0.74,0.1694656489,1.3214285714,0.4702194357,1.7857142857,2.0532915361,7.7976190476,3.7976190476,19.081818,10.338922,2.459016,5.619269,4.300476,2.252765,45.1,50.498416,0.6292134831,56,29.6666666667
0,non_fiction,news,ca16,0.7372881356,0.0956043956,1.5818181818,0.5221238938,2.1454545455,4.0265486726,16.5454545455,4.1090909091,18.103448,11.014394,2.052786,5.329344,4.435714,2.343006,47.333333,64.749946,0.2181818182,1.8461538462,36.6666666667
0,non_fiction,news,ca17,0.4081632653,0.0434782609,0.9523809524,0.4298245614,2.3333333333,4.0350877193,21.9047619048,5.4285714286,19.605769,11.290243,2.20671,6.030722,4.400687,2.314383,43.818182,73.903891,0.6176470588,7,11.3333333333
0,non_fiction,news,ca18,0.2777777778,0.0300902708,0.7142857143,0.4886877828,2.5714285714,4.5113122172,23.7380952381,5.2619047619,19.495238,12.422042,2.383003,6.761098,4.470933,2.400743,72.375,102.380342,0.4347826087,20,15.3333333333
0,non_fiction,news,ca19,0.5916666667,0.0958164642,1.3396226415,0.404040404,2.2641509434,2.4949494949,13.9811320755,5.6037735849,18.247788,11.506467,2.311659,5.675982,4.71969,2.655629,34.083333,50.959883,0.8611111111,31,36
0,non_fiction,news,ca20,0.5,0.1138686131,1.3448275862,0.4727272727,2.6896551724,2.0757575758,11.8103448276,5.6896551724,21.134021,13.390741,2.266298,5.897543,4.7294,2.421545,44.777778,56.314154,0.4117647059,21,51
0,non_fiction,news,ca21,0.525,0.0832232497,1.125,0.3582089552,2.1428571429,2.2597014925,13.5178571429,5.9821428571,18.321429,11.391738,2.178344,5.175481,4.807505,2.495314,31.454545,46.885477,1.3571428571,38,28
0,non_fiction,news,ca22,0.5346534653,0.0674157303,1.2857142857,0.3186119874,2.4047619048,2.5268138801,19.0714285714,7.5476190476,19.481132,12.59547,2.379032,5.913577,4.82615,2.691983,61.714286,66.576946,0.8823529412,30,34
0,non_fiction,news,ca23,0.3770491803,0.0522727273,1,0.488,2.652173913,3.52,19.1304347826,5.4347826087,18.230088,11.038957,2.128099,5.65723,4.765534,2.62861,38.583333,54.698352,0.775,31,13.3333333333
0,non_fiction,news,ca24,0.4747474747,0.0575980392,1.119047619,0.3311036789,2.3571428571,2.72909699,19.4285714286,7.119047619,20.89,11.764264,2.308287,6.515514,4.602681,2.541586,36.4,55.339317,1.5,30,20
0,non_fiction,news,ca25,0.4666666667,0.0712468193,1.12,0.409556314,2.4,2.6825938567,15.72,5.86,19.233645,9.946191,2.157233,5.667075,4.762877,2.607856,48.7,54.552818,0.4782608696,33,69
0,non_fiction,news,ca26,0.5333333333,0.0939947781,1.5652173913,0.4963235294,2.9347826087,2.8161764706,16.652173913,5.9130434783,19.598131,10.32813,2.455504,6.190933,4.575584,2.461363,31.083333,45.710061,1.4482758621,42,9.6666666667
0,non_fiction,news,ca27,0.4825581395,0.1261398176,1.2769230769,0.5890410959,2.6461538462,2.2534246575,10.1230769231,4.4923076923,18.008696,13.463313,2.222103,5.438401,4.733945,2.675461,33.071429,38.727001,0.5853658537,48,27.3333333333
0,non_fiction,news,ca28,0.4768211921,0.1016949153,2,0.541218638,4.1944444444,2.5376344086,19.6666666667,7.75,22.172043,9.76897,2.523868,6.219937,4.694956,2.526401,31.363636,36.740547,0.619047619,26,42
0,non_fiction,news,ca29,0.3641304348,0.0854591837,1.0307692308,0.7301587302,2.8307692308,3.1111111111,12.0615384615,3.8769230769,17.537815,8.500904,1.947761,5.135939,4.741858,2.475151,43.818182,52.155045,0.5679012346,15.3333333333,11.5714285714
0,non_fiction,news,ca30,0.8196721311,0.1414427157,1.1235955056,0.4107744108,1.3707865169,2.3804713805,7.9438202247,3.3370786517,17.457627,9.879481,2.234273,6.167351,4.364563,2.351328,43.777778,56.820923,0.3396226415,18,10.6
0,non_fiction,news,ca31,0.4632352941,0.0764563107,1.6153846154,0.544,3.4871794872,3.296,21.1282051282,6.4102564103,18.442478,10.10996,2.140657,5.411006,4.573141,2.535891,41.636364,48.739144,0.6764705882,46,22.6666666667
0,non_fiction,news,ca32,0.4816753927,0.1439749609,1,0.6725352113,2.0760869565,2.25,6.9456521739,3.0869565217,16.524194,11.385095,2.10359,5.650917,4.558264,2.550684,35.916667,38.298082,0.4054054054,4.2857142857,5.6923076923
0,non_fiction,news,ca33,0.4680851064,0.0949640288,0.8148148148,0.4638157895,1.7407407407,2.2861842105,8.5802469136,3.7530864198,22.376344,11.06473,2.356738,7.32289,4.684767,2.545427,53.571429,44.164812,0.4782608696,33,69
0,non_fiction,news,ca34,0.4166666667,0.1334379906,1.9318181818,0.7285714286,4.6363636364,2.275,14.4772727273,6.3636363636,21.925532,10.671337,2.744341,7.719699,4.841339,2.786353,39,43.609059,1.1470588235,39,34
0,non_fiction,news,ca35,0.5598290598,0.2471698113,2.7872340426,0.8096885813,4.9787234043,1.8339100346,11.2765957447,6.1489361702,27.418919,13.777191,2.802486,8.20766,5.081321,2.954024,32.333333,26.486894,0.4482758621,26,58
0,non_fiction,news,ca36,0.472826087,0.1469594595,2.0714285714,0.5878594249,4.380952381,1.8913738019,14.0952380952,7.4523809524,23.953488,14.095115,2.363532,7.400391,4.955361,2.782936,28.454545,30.973196,2.28,57,2.7777777778
0,non_fiction,news,ca37,0.3894230769,0.1223564955,1.5576923077,0.7298245614,4,2.3228070175,12.7307692308,5.4807692308,21.968421,13.85751,2.258658,6.431724,4.894586,2.68867,36.166667,39.719503,1.0476190476,13.2,9
0,non_fiction,news,ca38,0.6683673469,0.2614770459,1.6375,0.6490066225,2.45,1.6589403974,6.2625,3.775,21.505263,11.523773,2.846797,7.796609,4.338063,2.258209,33.875,37.213699,2.1904761905,46,21
0,non_fiction,news,ca39,0.6754966887,0.1581395349,1.1208791209,0.5033333333,1.6593406593,2.15,7.0879120879,3.2967032967,16.452381,10.55267,2.403244,5.806425,4.361138,2.272907,49.666667,52.112592,0.4174757282,43,9.3636363636
0,non_fiction,news,ca40,0.5731707317,0.1386430678,0.8785046729,0.5125,1.5327102804,2.11875,6.3364485981,2.9906542056,21.864583,11.499656,2.078218,4.792612,4.595998,2.542578,39.416667,45.468777,0.5595238095,15.6666666667,28
0,non_fiction,news,ca41,0.5657142857,0.1764705882,1.5230769231,0.5737704918,2.6923076923,1.8393442623,8.6307692308,4.6923076923,19.776699,11.232695,2.404481,7.180314,4.914174,2.707226,34.083333,45.651685,1.3939393939,9.2,6.6
0,non_fiction,news,ca42,0.7045454545,0.135371179,1.4307692308,0.4583333333,2.0307692308,2.3854166667,10.5692307692,4.4307692308,20.086538,11.357064,2.270652,6.387965,4.528483,2.41847,48.9,53.813474,1.0204081633,50,49
0,non_fiction,news,ca43,0.4174757282,0.1339563863,3.3076923077,0.6358024691,7.9230769231,1.9814814815,24.6923076923,12.4615384615,16.162791,8.181839,2.60625,6.167958,4.707914,2.560643,52.625,55.914975,1.6578947368,63,38
0,non_fiction,news,ca44,0.4972972973,0.1500815661,1.6727272727,0.6335616438,3.3636363636,2.0993150685,11.1454545455,5.3090909091,22.391304,10.057397,2.530713,6.561066,4.867476,2.74028,27.666667,43.232575,0.935483871,9.6666666667,6.2
0,non_fiction,reviews,cc01,0.7513812155,0.2060606061,1.5111111111,0.5552147239,2.0111111111,2.0245398773,7.3333333333,3.6222222222,18.586207,11.7305,2.087125,5.949461,4.625696,2.530971,41.7,52.649881,0.5818181818,10.6666666667,4.2307692308
0,non_fiction,reviews,cc02,0.6504854369,0.2171799028,2.6274509804,0.7657992565,4.0392156863,2.2936802974,12.0980392157,5.2745098039,21.030303,9.584768,2.138604,6.018477,4.835814,2.706995,36.6,38.228785,0.7454545455,41,7.8571428571
0,non_fiction,reviews,cc03,0.5247933884,0.2099173554,1.4269662921,0.8612099644,2.7191011236,2.153024911,6.797752809,3.1573033708,18.263158,10.079554,2.191579,5.883888,4.814601,2.658829,43.444444,44.262126,0.6,30,50
0,non_fiction,reviews,cc04,0.7044334975,0.2325203252,1.8333333333,0.6858108108,2.6025641026,2.0777027027,7.8846153846,3.7948717949,20.372549,12.611792,2.204666,5.566479,4.545455,2.445309,38.818182,46.096378,0.4337349398,5.1428571429,11.8571428571
0,non_fiction,reviews,cc05,0.7658536585,0.2818671454,1.688172043,0.6765676568,2.2043010753,1.8382838284,5.9892473118,3.2580645161,19.942857,11.633964,2.104523,5.401947,4.685291,2.629421,41.636364,39.287455,0.4468085106,14,4.9473684211
0,non_fiction,reviews,cc06,0.5400843882,0.2151260504,1.5802469136,0.8374558304,2.9259259259,2.1024734982,7.3456790123,3.4938271605,26.385542,18.511365,2.247179,7.241577,4.67686,2.661765,40.444444,42.773593,0.4210526316,24,57
0,non_fiction,reviews,cc07,0.4979919679,0.1837037037,2.1379310345,0.8924731183,4.2931034483,2.4193548387,11.6379310345,4.8103448276,17.6,8.579433,2.144162,5.916297,4.907197,2.705197,48.666667,53.35208,0.8695652174,40,46
0,non_fiction,reviews,cc08,0.6582914573,0.2250859107,1.297029703,0.6160990712,1.9702970297,1.8018575851,5.7623762376,3.198019802,23.032967,14.780779,2.285714,5.838721,4.520515,2.341861,37.909091,43.639962,0.3636363636,32,9.7777777778
0,non_fiction,reviews,cc09,0.595959596,0.1818181818,1.84375,0.7173913043,3.09375,2.3514492754,10.140625,4.3125,22.966667,11.993934,2.173319,6.221101,4.679072,2.592783,51.666667,49.100803,0.2403846154,25,104
0,non_fiction,reviews,cc10,0.6614583333,0.2006319115,1.2095238095,0.6464646465,1.8285714286,2.1313131313,6.0285714286,2.8285714286,19.163636,11.152274,2.195833,6.10952,4.583017,2.484723,53.6,56.423754,0.3362068966,39,38.6666666667
0,non_fiction,reviews,cc11,0.4956140351,0.1661764706,1.4303797468,0.8,2.8860759494,2.3859649123,8.6075949367,3.6075949367,19.944954,10.386861,2.127202,5.798261,4.807268,2.67069,45.636364,48.875115,0.7532467532,11.6,15.4
0,non_fiction,reviews,cc12,0.5,0.1304347826,2.1951219512,0.6428571429,4.3902439024,2.4642857143,16.8292682927,6.8292682927,22.956522,9.373776,2.22082,6.570465,4.84375,2.675156,36,40.905656,0.75,42,18.6666666667
0,non_fiction,reviews,cc13,0.5989304813,0.1872909699,1.9310344828,0.5683890578,3.224137931,1.8176291793,10.3103448276,5.6724137931,21.904255,10.69805,2.238043,6.687177,4.769305,2.592946,33.1,42.188743,0.4615384615,18,13
0,non_fiction,reviews,cc14,0.4860557769,0.1755395683,1.90625,0.9127272727,3.921875,2.5272727273,10.859375,4.296875,22.372549,15.157294,2.167142,6.395228,4.80149,2.670568,47.3,45.374112,0.3505154639,34,32.3333333333
0,non_fiction,reviews,cc15,0.3640167364,0.1023529412,4.35,1.0717488789,11.95,3.8116591928,42.5,11.15,17.669291,12.642296,1.927835,4.863068,4.651515,2.41001,43.090909,59.72582,1.8709677419,58,31
0,non_fiction,reviews,cc16,0.6822916667,0.2368896926,1.4395604396,0.5647058824,2.1098901099,1.6264705882,6.0769230769,3.7362637363,21.479167,13.209828,2.253552,6.047641,4.72066,2.609122,34.818182,42.550116,0.5789473684,33,19
0,non_fiction,reviews,cc17,0.4927536232,0.15,2.2666666667,0.7212543554,4.6,2.3693379791,15.1111111111,6.3777777778,20.584158,12.421849,2.179245,5.945802,4.854738,2.728727,42,54.23867,1.1403508772,65,57
0,non_fiction,hobbies,ce01,0.8633879781,0.292051756,1.4363636364,0.5884244373,1.6636363636,1.7395498392,4.9181818182,2.8272727273,20.240385,14.053808,2.678117,6.168702,4.536817,2.426242,39.454545,35.607363,1.1445783133,3.8,27.6666666667
0,non_fiction,hobbies,ce02,0.5829383886,0.2622601279,0.8424657534,0.5796703297,1.4452054795,1.2884615385,3.2123287671,2.4931506849,16.516129,7.829312,2.497561,6.146881,4.328613,2.298505,28.545455,41.462718,0.5151515152,17,6.6
0,non_fiction,hobbies,ce03,0.4898785425,0.2489711934,1.4578313253,0.7222222222,2.9759036145,1.4210526316,5.8554216867,4.1204819277,21.070707,10.490258,2.992826,6.672602,4.797699,2.628722,28,35.357696,2.3103448276,13.4,1.7058823529
0,non_fiction,hobbies,ce04,0.5458515284,0.2208480565,1.6447368421,0.8006993007,3.0131578947,1.979020979,7.4473684211,3.7631578947,21.770833,9.487359,2.255663,6.50188,4.942611,2.796212,30.727273,35.647494,0.9512195122,39,8.2
0,non_fiction,hobbies,ce05,0.7931034483,0.1402439024,1.0574712644,0.3258426966,1.3333333333,1.8426966292,7.5402298851,4.091954023,18.25,9.916166,2.791269,7.393912,4.509775,2.461165,28.75,35.154718,0.9705882353,1.1379310345,3.7777777778
0,non_fiction,hobbies,ce06,0.6300578035,0.1831932773,2.137254902,0.5290519878,3.3921568627,1.8195718654,11.6666666667,6.4117647059,21.680851,11.199556,2.380841,6.372935,4.720805,2.586875,34,49.170621,1.4,4.6666666667,10
0,non_fiction,hobbies,ce07,0.5365853659,0.1512027491,2.5142857143,0.4852071006,4.6857142857,1.7218934911,16.6285714286,9.6571428571,16.242424,7.395864,3.381703,9.185919,4.104011,2.172999,63.666667,73.82261,0.1733333333,39,225
0,non_fiction,hobbies,ce08,0.464516129,0.1204013378,2,0.4558823529,4.3055555556,1.7588235294,16.6111111111,9.4444444444,15.630769,9.894162,3.594356,10.109864,4.719823,2.737181,20.833333,34.452463,0.24,6,25
0,non_fiction,hobbies,ce09,0.4788732394,0.0921409214,0.9714285714,0.5089605735,2.0285714286,2.6451612903,10.5428571429,3.9857142857,15.669014,8.887974,2.870968,7.126244,3.994157,2.183794,94.888889,53.334259,8,136,17
0,non_fiction,hobbies,ce10,0.4268292683,0.1782682513,1.4383561644,0.9248120301,3.3698630137,2.2142857143,8.0684931507,3.6438356164,17.053435,10.434319,2.749077,6.834074,4.26443,2.313343,41.333333,38.775708,2.0943396226,37,53
0,non_fiction,hobbies,ce11,0.5384615385,0.1195652174,1.0405405405,0.4914089347,1.9324324324,2.2130584192,8.7027027027,3.9324324324,18.176991,10.183476,2.232356,6.687395,4.435798,2.263688,36.1,52.202395,0.9230769231,24,26
0,non_fiction,hobbies,ce12,0.3762376238,0.0996068152,2.1111111111,0.9351851852,5.6111111111,3.5324074074,21.1944444444,6,17.157025,8.445262,2.281319,6.521813,4.836705,2.624514,30,41.821047,1.4285714286,13.3333333333,9.3333333333
0,non_fiction,hobbies,ce13,0.6549295775,0.1534653465,1.0568181818,0.5867768595,1.6136363636,2.5041322314,6.8863636364,2.75,27.133333,14.396605,2.720588,9.421119,4.428501,2.291781,75.25,63.124381,2.6363636364,29,11
0,non_fiction,hobbies,ce14,0.5430107527,0.1444921316,1.6031746032,0.6058631922,2.9523809524,2.2768729642,11.0952380952,4.873015873,12.494048,9.289649,2.425115,5.396933,4.419477,2.422637,35.916667,44.214361,1.9142857143,7.4444444444,35
0,non_fiction,hobbies,ce15,0.4918032787,0.1168831169,8.1818181818,0.5630769231,16.6363636364,2.3692307692,70,29.5454545455,10.211055,6.660895,3.097561,6.243748,4.479331,2.147734,39.9,43.486665,0.387755102,19,49
0,non_fiction,hobbies,ce16,0.5064102564,0.1395759717,1.196969697,0.446991404,2.3636363636,1.6217765043,8.5757575758,5.2878787879,15.969231,7.014204,3.039531,8.452601,4.220135,2.106783,31.4,45.464712,3.8666666667,19.3333333333,15
0,non_fiction,hobbies,ce17,0.55,0.195035461,2.2916666667,0.6006006006,4.1666666667,1.6936936937,11.75,6.9375,18.563636,10.934954,2.619231,7.307523,4.436123,2.34499,25.1,35.379231,1.75,14,1.1428571429
0,non_fiction,hobbies,ce18,0.6940298507,0.1457680251,1.5,0.4620689655,2.1612903226,2.2,10.2903225806,4.6774193548,24.686747,18.50622,2.444577,7.243194,4.639688,2.51807,34.6,44.240705,1.2,30,25
0,non_fiction,hobbies,ce19,0.7258883249,0.2848605578,1.43,0.6080246914,1.97,1.549382716,5.02,3.24,19.092593,10.579975,2.319101,5.877722,4.385174,2.318905,28.818182,39.540125,6.1538461538,26.6666666667,4.3333333333
0,non_fiction,hobbies,ce20,0.6386138614,0.2393320965,1.5,0.5889212828,2.3488372093,1.5714285714,6.2674418605,3.988372093,16.804878,8.548911,2.660232,6.096637,4.471214,2.486056,46.714286,49.401314,1.3225806452,41,4.4285714286
0,non_fiction,hobbies,ce21,0.3755656109,0.1298904538,1.9302325581,0.8532818533,5.1395348837,2.4671814672,14.8604651163,6.023255814,17.928571,9.35578,3.033233,8.361658,4.651892,2.525731,36.857143,46.134674,3.6,18,0.3333333333
0,non_fiction,hobbies,ce22,0.3045112782,0.1319218241,1.1571428571,1.0513833992,3.8,2.4268774704,8.7714285714,3.6142857143,19.373832,13.139456,2.280528,6.76946,5.082007,2.901507,42.727273,47.931942,2.90625,10.3333333333,3.5555555556
0,non_fiction,hobbies,ce23,0.4780701754,0.1932624113,1.09,0.8413284133,2.28,2.0811808118,5.64,2.71,22.808989,11.796854,2.402367,6.287321,4.654187,2.587316,31.363636,43.457969,3.5,6,12
0,non_fiction,hobbies,ce24,0.7055837563,0.2785571142,1.8783783784,0.57771261,2.6621621622,1.4633431085,6.7432432432,4.6081081081,16.314516,8.766107,2.686587,6.790943,4.587247,2.329542,34.875,46.215359,2,20,1.1111111111
0,non_fiction,hobbies,ce25,0.3214285714,0.1146496815,4,0.7417218543,12.4444444444,2.0794701987,34.8888888889,16.7777777778,22.075269,9.558239,2.556663,7.716181,5.05017,2.89732,33,37.464057,0.7631578947,29,38
0,non_fiction,hobbies,ce26,0.4719101124,0.1497326203,1.0909090909,0.5798045603,2.3116883117,1.8273615635,7.2857142857,3.987012987,22.555556,10.049998,2.431138,6.688518,4.926601,2.775159,35.375,37.319357,0.1891891892,7,37
0,non_fiction,hobbies,ce27,0.6774193548,0.1057934509,2.0487804878,0.496,3.0243902439,3.176,19.3658536585,6.0975609756,11.042781,8.870325,3.591304,7.680009,4.758838,2.875117,37.818182,40.440345,2.7391304348,63,23
0,non_fiction,hobbies,ce28,0.5612244898,0.1748807631,1.5714285714,0.5975609756,2.8,1.9176829268,8.9857142857,4.6857142857,16.344,8.666352,2.663625,6.433616,5.212922,2.946611,31.818182,35.259604,4.3529411765,74,0.2463768116
0,non_fiction,hobbies,ce29,0.568627451,0.1956155143,2.9743589744,0.7669172932,5.2307692308,2.2293233083,15.2051282051,6.8205128205,22.797753,11.416703,2.652288,7.775402,5.109414,2.911857,36.375,33.626394,0.8157894737,31,7.6
0,non_fiction,hobbies,ce30,0.5027322404,0.1469648562,0.8679245283,0.5140449438,1.7264150943,1.7584269663,5.9056603774,3.358490566,13.677632,6.951526,2.507841,5.555857,4.957672,2.71655,31.75,42.14484,2.5185185185,68,0.2
0,non_fiction,hobbies,ce31,0.4507772021,0.1266375546,1.5535714286,0.6724738676,3.4464285714,2.393728223,12.2678571429,5.125,19.902913,10.783406,2.342857,5.961126,5.014634,2.674684,24.538462,38.349838,1.2608695652,29,2.0909090909
0,non_fiction,hobbies,ce32,0.5892857143,0.2178217822,1.9130434783,0.7441860465,3.2463768116,2.0132890365,8.7826086957,4.3623188406,17.453782,9.454667,2.688228,6.513779,5.241578,3.007268,36.272727,36.349543,1.44,72,7.1428571429
0,non_fiction,hobbies,ce33,0.5337078652,0.152,1.6666666667,0.5686900958,3.1228070175,1.9968051118,10.9649122807,5.4912280702,18.150442,9.045824,2.407277,6.232362,4.537299,2.471081,21.928571,34.451756,0.8888888889,32,4
0,non_fiction,hobbies,ce34,0.2958801498,0.1187969925,3.5909090909,0.9368421053,12.1363636364,2.3333333333,30.2272727273,12.9545454545,18.954128,10.06072,2.545567,6.430695,4.997581,2.74677,33.333333,52.106195,10.1666666667,61,0.8571428571
0,non_fiction,hobbies,ce35,0.6666666667,0.2024866785,1.4430379747,0.5245398773,2.164556962,1.726993865,7.1265822785,4.1265822785,18.571429,14.320137,2.841962,6.052863,4.356663,2.315549,31.5,32.843242,1.1290322581,70,20.6666666667
0,non_fiction,hobbies,ce36,0.6700507614,0.2629482072,1.4042553191,0.7296296296,2.0957446809,1.8592592593,5.3404255319,2.8723404255,27.826667,13.298996,2.977175,7.260747,4.378055,2.433664,31.4,43.320203,1.9,38,6.6666666667
0,non_fiction,government,ch01,0.2657004831,0.0635103926,2.2916666667,0.8247011952,8.625,3.4501992032,36.0833333333,10.4583333333,14.127517,12.683704,2.867847,6.829989,5.481235,3.115779,41,55.111457,0.9047619048,19,21
0,non_fiction,government,ch02,0.4145454545,0.2084095064,1.4430379747,0.873015873,3.4810126582,1.7365079365,6.9240506329,3.9873417722,18.75,14.919251,3.090652,7.634553,5.092117,2.960207,35.125,40.47974,7.3333333333,44,6
0,non_fiction,government,ch03,0.5515463918,0.2003745318,0.8699186992,0.7950819672,1.5772357724,2.1885245902,4.3414634146,1.9837398374,24.554217,16.247523,2.915594,8.280665,4.529441,2.683659,28.375,34.88172,0.7142857143,15,4.2
0,non_fiction,government,ch04,0.5586592179,0.136425648,5,0.6280701754,8.95,2.5719298246,36.65,14.25,17.243902,10.219813,2.980337,7.872556,5.162111,2.929765,27.333333,34.477851,1.619047619,34,21
0,non_fiction,government,ch05,0.4056603774,0.1527531083,2.3888888889,0.6860841424,5.8888888889,1.8220064725,15.6388888889,8.5833333333,24.506024,13.282268,3.124424,8.538781,4.925762,2.759785,29.125,33.598503,0.35,7,20
0,non_fiction,government,ch06,0.192893401,0.044600939,2.9230769231,0.7786561265,15.1538461538,3.3675889328,65.5384615385,19.4615384615,20.401869,13.237486,2.52662,7.569079,5.374714,3.068427,29.230769,42.992224,1.7083333333,41,24
0,non_fiction,government,ch07,0.3991416309,0.1334289813,3.5769230769,0.8233215548,8.9615384615,2.4628975265,26.8076923077,10.8846153846,16.165414,9.788117,3.075823,7.705133,5.057209,2.818705,30,46.069118,2.1428571429,15,7
0,non_fiction,government,ch08,0.4796747967,0.081604426,0.8676470588,0.4900398406,1.8088235294,2.8804780876,10.6323529412,3.6911764706,25.580247,18.358477,3.20743,9.195689,4.680502,2.602391,38.111111,55.1955,1.4736842105,28,19
0,non_fiction,government,ch09,0.2712765957,0.0742358079,4.6363636364,0.743083004,17.0909090909,2.7154150198,62.4545454545,23,20.557692,26.401059,3.399046,10.28998,4.957905,2.921343,36.909091,39.61968,2.8888888889,26,9
0,non_fiction,government,ch10,0.1073170732,0.0273291925,4.4,0.9490740741,41,3.7268518519,161,43.2,19.299065,13.280732,2.597484,7.859393,5.553995,3.097154,35.8,43.041375,0.8571428571,24,28
0,non_fiction,government,ch11,0.267281106,0.081920904,19.3333333333,0.7614035088,72.3333333333,2.4842105263,236,95,20.821782,11.773772,2.564634,7.393271,5.292915,3.243309,25.727273,42.123392,5.8,29,5
0,non_fiction,government,ch12,0.3541666667,0.0822580645,10.2,0.5,28.8,2.1527777778,124,57.6,27.126582,26.381988,4.972158,13.92986,4.629025,2.731581,34.555556,39.327997,1.6,8,5
0,non_fiction,government,ch13,0.4502617801,0.1219858156,1.4576271186,0.6303630363,3.2372881356,2.3267326733,11.9491525424,5.1355932203,20.064815,11.99558,2.590692,7.216612,4.725472,2.694859,34,48.636406,2.2727272727,50,1.4666666667
0,non_fiction,government,ch14,0.335483871,0.075036075,5.7777777778,0.62,17.2222222222,2.772,77,27.7777777778,18.830357,14.916367,4.264646,11.094118,4.880152,2.834674,37.833333,39.012462,0.4716981132,25,53
0,non_fiction,government,ch15,0.36492891,0.1266447368,2.1388888889,0.6317365269,5.8611111111,1.8203592814,16.8888888889,9.2777777778,13.429487,7.42666,2.94382,6.80814,4.798664,2.594864,31.2,50.073546,8,32,4
0,non_fiction,government,ch16,0.4565217391,0.0866574966,3.3157894737,0.5307692308,7.2631578947,2.7961538462,38.2631578947,13.6842105263,26.962025,17.165201,3.116959,9.001839,4.89728,2.912136,37.111111,42.207015,0.186440678,11,59
